id	family	voltage_raw	current_raw	voltage_factor	current_factor	polarity	mv	ma_integer	watts_milli_precision	current_ua	signed_ma	signed_watts	voltage_uv	power_mw
525	scale-sign	50000	-51000	1000	1000000	normal	50000	-51	2.550	-51000	-51.000	-2.550	50000000	2550
526	scale-sign	50000	-51000	1000	1000000	inverted	50000	-51	2.550	-51000	51.000	2.550	50000000	2550
527	scale-sign	50000	51000	1000	1000000	normal	50000	51	2.550	51000	51.000	2.550	50000000	2550
528	scale-sign	50000	51000	1000	1000000	inverted	50000	51	2.550	51000	-51.000	-2.550	50000000	2550
529	scale-sign	50000	-895	1000	1000	normal	50000	-895	44.750	-895000	-895.000	-44.750	50000000	44750
530	scale-sign	50000	-895	1000	1000	inverted	50000	-895	44.750	-895000	895.000	44.750	50000000	44750
531	scale-sign	50000	895	1000	1000	normal	50000	895	44.750	895000	895.000	44.750	50000000	44750
532	scale-sign	50000	895	1000	1000	inverted	50000	895	44.750	895000	-895.000	-44.750	50000000	44750
533	scale-sign	50000	-895000	1000	1000000	normal	50000	-895	44.750	-895000	-895.000	-44.750	50000000	44750
534	scale-sign	50000	-895000	1000	1000000	inverted	50000	-895	44.750	-895000	895.000	44.750	50000000	44750
535	scale-sign	50000	895000	1000	1000000	normal	50000	895	44.750	895000	895.000	44.750	50000000	44750
536	scale-sign	50000	895000	1000	1000000	inverted	50000	895	44.750	895000	-895.000	-44.750	50000000	44750
537	scale-sign	50000	-2000	1000	1000	normal	50000	-2000	100.000	-2000000	-2000	-100	50000000	100000
538	scale-sign	50000	-2000	1000	1000	inverted	50000	-2000	100.000	-2000000	2000	100	50000000	100000
539	scale-sign	50000	2000	1000	1000	normal	50000	2000	100.000	2000000	2000	100	50000000	100000
540	scale-sign	50000	2000	1000	1000	inverted	50000	2000	100.000	2000000	-2000	-100	50000000	100000
541	scale-sign	50000	-2000000	1000	1000000	normal	50000	-2000	100.000	-2000000	-2000	-100	50000000	100000
542	scale-sign	50000	-2000000	1000	1000000	inverted	50000	-2000	100.000	-2000000	2000	100	50000000	100000
543	scale-sign	50000	2000000	1000	1000000	normal	50000	2000	100.000	2000000	2000	100	50000000	100000
544	scale-sign	50000	2000000	1000	1000000	inverted	50000	2000	100.000	2000000	-2000	-100	50000000	100000
545	scale-sign	50000	-20000	1000	1000	normal	50000	-20000	1000.000	-20000000	-20000	-1000	50000000	1000000
546	scale-sign	50000	-20000	1000	1000	inverted	50000	-20000	1000.000	-20000000	20000	1000	50000000	1000000
547	scale-sign	50000	20000	1000	1000	normal	50000	20000	1000.000	20000000	20000	1000	50000000	1000000
548	scale-sign	50000	20000	1000	1000	inverted	50000	20000	1000.000	20000000	-20000	-1000	50000000	1000000
549	scale-sign	50000	-20000000	1000	1000000	normal	50000	-20000	1000.000	-20000000	-20000	-1000	50000000	1000000
550	scale-sign	50000	-20000000	1000	1000000	inverted	50000	-20000	1000.000	-20000000	20000	1000	50000000	1000000
551	scale-sign	50000	20000000	1000	1000000	normal	50000	20000	1000.000	20000000	20000	1000	50000000	1000000
552	scale-sign	50000	20000000	1000	1000000	inverted	50000	20000	1000.000	20000000	-20000	-1000	50000000	1000000
553	scale-sign	50000	-100000	1000	1000	normal	50000	-100000	5000.000	-100000000	-100000	-5000	50000000	5000000
554	scale-sign	50000	-100000	1000	1000	inverted	50000	-100000	5000.000	-100000000	100000	5000	50000000	5000000
555	scale-sign	50000	100000	1000	1000	normal	50000	100000	5000.000	100000000	100000	5000	50000000	5000000
556	scale-sign	50000	100000	1000	1000	inverted	50000	100000	5000.000	100000000	-100000	-5000	50000000	5000000
557	scale-sign	50000	-100000000	1000	1000000	normal	50000	-100000	5000.000	-100000000	-100000	-5000	50000000	5000000
558	scale-sign	50000	-100000000	1000	1000000	inverted	50000	-100000	5000.000	-100000000	100000	5000	50000000	5000000
559	scale-sign	50000	100000000	1000	1000000	normal	50000	100000	5000.000	100000000	100000	5000	50000000	5000000
560	scale-sign	50000	100000000	1000	1000000	inverted	50000	100000	5000.000	100000000	-100000	-5000	50000000	5000000
561	scale-sign	50000000	0	1000000	1000	normal	50000	0	0.000	0	0	0	50000000	0
562	scale-sign	50000000	0	1000000	1000	inverted	50000	0	0.000	0	-0	-0	50000000	0
563	scale-sign	50000000	0	1000000	1000	normal	50000	0	0.000	0	0	0	50000000	0
564	scale-sign	50000000	0	1000000	1000	inverted	50000	0	0.000	0	-0	-0	50000000	0
565	scale-sign	50000000	0	1000000	1000000	normal	50000	0	0.000	0	0	0	50000000	0
566	scale-sign	50000000	0	1000000	1000000	inverted	50000	0	0.000	0	-0	-0	50000000	0
567	scale-sign	50000000	0	1000000	1000000	normal	50000	0	0.000	0	0	0	50000000	0
568	scale-sign	50000000	0	1000000	1000000	inverted	50000	0	0.000	0	-0	-0	50000000	0
569	scale-sign	50000000	-1	1000000	1000	normal	50000	-1	0.050	-1000	-1.000	-0.050	50000000	50
570	scale-sign	50000000	-1	1000000	1000	inverted	50000	-1	0.050	-1000	1.000	0.050	50000000	50
571	scale-sign	50000000	1	1000000	1000	normal	50000	1	0.050	1000	1.000	0.050	50000000	50
572	scale-sign	50000000	1	1000000	1000	inverted	50000	1	0.050	1000	-1.000	-0.050	50000000	50
573	scale-sign	50000000	-1000	1000000	1000000	normal	50000	-1	0.050	-1000	-1.000	-0.050	50000000	50
574	scale-sign	50000000	-1000	1000000	1000000	inverted	50000	-1	0.050	-1000	1.000	0.050	50000000	50
575	scale-sign	50000000	1000	1000000	1000000	normal	50000	1	0.050	1000	1.000	0.050	50000000	50
576	scale-sign	50000000	1000	1000000	1000000	inverted	50000	1	0.050	1000	-1.000	-0.050	50000000	50
577	scale-sign	50000000	-30	1000000	1000	normal	50000	-30	1.500	-30000	-30.00	-1.50	50000000	1500
578	scale-sign	50000000	-30	1000000	1000	inverted	50000	-30	1.500	-30000	30.00	1.50	50000000	1500
579	scale-sign	50000000	30	1000000	1000	normal	50000	30	1.500	30000	30.00	1.50	50000000	1500
580	scale-sign	50000000	30	1000000	1000	inverted	50000	30	1.500	30000	-30.00	-1.50	50000000	1500
581	scale-sign	50000000	-30000	1000000	1000000	normal	50000	-30	1.500	-30000	-30.00	-1.50	50000000	1500
582	scale-sign	50000000	-30000	1000000	1000000	inverted	50000	-30	1.500	-30000	30.00	1.50	50000000	1500
583	scale-sign	50000000	30000	1000000	1000000	normal	50000	30	1.500	30000	30.00	1.50	50000000	1500
584	scale-sign	50000000	30000	1000000	1000000	inverted	50000	30	1.500	30000	-30.00	-1.50	50000000	1500
585	scale-sign	50000000	-31	1000000	1000	normal	50000	-31	1.550	-31000	-31.000	-1.550	50000000	1550
586	scale-sign	50000000	-31	1000000	1000	inverted	50000	-31	1.550	-31000	31.000	1.550	50000000	1550
587	scale-sign	50000000	31	1000000	1000	normal	50000	31	1.550	31000	31.000	1.550	50000000	1550
588	scale-sign	50000000	31	1000000	1000	inverted	50000	31	1.550	31000	-31.000	-1.550	50000000	1550
589	scale-sign	50000000	-31000	1000000	1000000	normal	50000	-31	1.550	-31000	-31.000	-1.550	50000000	1550
590	scale-sign	50000000	-31000	1000000	1000000	inverted	50000	-31	1.550	-31000	31.000	1.550	50000000	1550
591	scale-sign	50000000	31000	1000000	1000000	normal	50000	31	1.550	31000	31.000	1.550	50000000	1550
592	scale-sign	50000000	31000	1000000	1000000	inverted	50000	31	1.550	31000	-31.000	-1.550	50000000	1550
593	scale-sign	50000000	-50	1000000	1000	normal	50000	-50	2.500	-50000	-50.00	-2.50	50000000	2500
594	scale-sign	50000000	-50	1000000	1000	inverted	50000	-50	2.500	-50000	50.00	2.50	50000000	2500
595	scale-sign	50000000	50	1000000	1000	normal	50000	50	2.500	50000	50.00	2.50	50000000	2500
596	scale-sign	50000000	50	1000000	1000	inverted	50000	50	2.500	50000	-50.00	-2.50	50000000	2500
597	scale-sign	50000000	-50000	1000000	1000000	normal	50000	-50	2.500	-50000	-50.00	-2.50	50000000	2500
598	scale-sign	50000000	-50000	1000000	1000000	inverted	50000	-50	2.500	-50000	50.00	2.50	50000000	2500
599	scale-sign	50000000	50000	1000000	1000000	normal	50000	50	2.500	50000	50.00	2.50	50000000	2500
600	scale-sign	50000000	50000	1000000	1000000	inverted	50000	50	2.500	50000	-50.00	-2.50	50000000	2500
601	scale-sign	50000000	-51	1000000	1000	normal	50000	-51	2.550	-51000	-51.000	-2.550	50000000	2550
602	scale-sign	50000000	-51	1000000	1000	inverted	50000	-51	2.550	-51000	51.000	2.550	50000000	2550
603	scale-sign	50000000	51	1000000	1000	normal	50000	51	2.550	51000	51.000	2.550	50000000	2550
604	scale-sign	50000000	51	1000000	1000	inverted	50000	51	2.550	51000	-51.000	-2.550	50000000	2550
605	scale-sign	50000000	-51000	1000000	1000000	normal	50000	-51	2.550	-51000	-51.000	-2.550	50000000	2550
606	scale-sign	50000000	-51000	1000000	1000000	inverted	50000	-51	2.550	-51000	51.000	2.550	50000000	2550
607	scale-sign	50000000	51000	1000000	1000000	normal	50000	51	2.550	51000	51.000	2.550	50000000	2550
608	scale-sign	50000000	51000	1000000	1000000	inverted	50000	51	2.550	51000	-51.000	-2.550	50000000	2550
609	scale-sign	50000000	-895	1000000	1000	normal	50000	-895	44.750	-895000	-895.000	-44.750	50000000	44750
610	scale-sign	50000000	-895	1000000	1000	inverted	50000	-895	44.750	-895000	895.000	44.750	50000000	44750
611	scale-sign	50000000	895	1000000	1000	normal	50000	895	44.750	895000	895.000	44.750	50000000	44750
612	scale-sign	50000000	895	1000000	1000	inverted	50000	895	44.750	895000	-895.000	-44.750	50000000	44750
613	scale-sign	50000000	-895000	1000000	1000000	normal	50000	-895	44.750	-895000	-895.000	-44.750	50000000	44750
614	scale-sign	50000000	-895000	1000000	1000000	inverted	50000	-895	44.750	-895000	895.000	44.750	50000000	44750
615	scale-sign	50000000	895000	1000000	1000000	normal	50000	895	44.750	895000	895.000	44.750	50000000	44750
616	scale-sign	50000000	895000	1000000	1000000	inverted	50000	895	44.750	895000	-895.000	-44.750	50000000	44750
617	scale-sign	50000000	-2000	1000000	1000	normal	50000	-2000	100.000	-2000000	-2000	-100	50000000	100000
618	scale-sign	50000000	-2000	1000000	1000	inverted	50000	-2000	100.000	-2000000	2000	100	50000000	100000
619	scale-sign	50000000	2000	1000000	1000	normal	50000	2000	100.000	2000000	2000	100	50000000	100000
620	scale-sign	50000000	2000	1000000	1000	inverted	50000	2000	100.000	2000000	-2000	-100	50000000	100000
621	scale-sign	50000000	-2000000	1000000	1000000	normal	50000	-2000	100.000	-2000000	-2000	-100	50000000	100000
622	scale-sign	50000000	-2000000	1000000	1000000	inverted	50000	-2000	100.000	-2000000	2000	100	50000000	100000
623	scale-sign	50000000	2000000	1000000	1000000	normal	50000	2000	100.000	2000000	2000	100	50000000	100000
624	scale-sign	50000000	2000000	1000000	1000000	inverted	50000	2000	100.000	2000000	-2000	-100	50000000	100000
625	scale-sign	50000000	-20000	1000000	1000	normal	50000	-20000	1000.000	-20000000	-20000	-1000	50000000	1000000
626	scale-sign	50000000	-20000	1000000	1000	inverted	50000	-20000	1000.000	-20000000	20000	1000	50000000	1000000
627	scale-sign	50000000	20000	1000000	1000	normal	50000	20000	1000.000	20000000	20000	1000	50000000	1000000
628	scale-sign	50000000	20000	1000000	1000	inverted	50000	20000	1000.000	20000000	-20000	-1000	50000000	1000000
629	scale-sign	50000000	-20000000	1000000	1000000	normal	50000	-20000	1000.000	-20000000	-20000	-1000	50000000	1000000
630	scale-sign	50000000	-20000000	1000000	1000000	inverted	50000	-20000	1000.000	-20000000	20000	1000	50000000	1000000
631	scale-sign	50000000	20000000	1000000	1000000	normal	50000	20000	1000.000	20000000	20000	1000	50000000	1000000
632	scale-sign	50000000	20000000	1000000	1000000	inverted	50000	20000	1000.000	20000000	-20000	-1000	50000000	1000000
633	scale-sign	50000000	-100000	1000000	1000	normal	50000	-100000	5000.000	-100000000	-100000	-5000	50000000	5000000
634	scale-sign	50000000	-100000	1000000	1000	inverted	50000	-100000	5000.000	-100000000	100000	5000	50000000	5000000
635	scale-sign	50000000	100000	1000000	1000	normal	50000	100000	5000.000	100000000	100000	5000	50000000	5000000
636	scale-sign	50000000	100000	1000000	1000	inverted	50000	100000	5000.000	100000000	-100000	-5000	50000000	5000000
637	scale-sign	50000000	-100000000	1000000	1000000	normal	50000	-100000	5000.000	-100000000	-100000	-5000	50000000	5000000
638	scale-sign	50000000	-100000000	1000000	1000000	inverted	50000	-100000	5000.000	-100000000	100000	5000	50000000	5000000
639	scale-sign	50000000	100000000	1000000	1000000	normal	50000	100000	5000.000	100000000	100000	5000	50000000	5000000
640	scale-sign	50000000	100000000	1000000	1000000	inverted	50000	100000	5000.000	100000000	-100000	-5000	50000000	5000000
641	decimal-integers	+0005000	+0000895	1000	1000	normal	5000	895	4.475	895000	895.000	4.475	5000000	4475
642	decimal-integers	+0005000	-0000895	1000	1000	normal	5000	-895	4.475	-895000	-895.000	-4.475	5000000	4475
643	decimal-integers	+0005000	-0000	1000	1000	normal	5000	0	0.000	0	-0	-0	5000000	0
644	decimal-integers	0009000	+0000895	1000	1000	normal	9000	895	8.055	895000	895.000	8.055	9000000	8055
645	decimal-integers	0009000	-0000895	1000	1000	normal	9000	-895	8.055	-895000	-895.000	-8.055	9000000	8055
646	decimal-integers	0009000	-0000	1000	1000	normal	9000	0	0.000	0	-0	-0	9000000	0
647	precision	3712937	1234567	1000000	1000000	normal	3712	1234	4.580	1234567	1234.567000	4.583869493279	3712937	4583
648	precision	3712937	1234567	1000000	1000000	inverted	3712	1234	4.580	1234567	-1234.567000	-4.583869493279	3712937	4583
649	precision	3712937	-10001	1000000	1000000	normal	3712	-10	0.037	-10001	-10.001000	-0.037133082937	3712937	37
650	precision	3712937	-10001	1000000	1000000	inverted	3712	-10	0.037	-10001	10.001000	0.037133082937	3712937	37
651	precision	3712937	1	1000000	1000000	normal	3712	0	0.000	1	0.001000	0.000003712937	3712937	0
652	precision	3712937	1	1000000	1000000	inverted	3712	0	0.000	1	-0.001000	-0.000003712937	3712937	0
653	precision	3712937	-1	1000000	1000000	normal	3712	0	0.000	-1	-0.001000	-0.000003712937	3712937	0
654	precision	3712937	-1	1000000	1000000	inverted	3712	0	0.000	-1	0.001000	0.000003712937	3712937	0
655	precision	5000001	1234567	1000000	1000000	normal	5000	1234	6.170	1234567	1234.567000	6.172836234567	5000001	6172
656	precision	5000001	1234567	1000000	1000000	inverted	5000	1234	6.170	1234567	-1234.567000	-6.172836234567	5000001	6172
657	precision	5000001	-10001	1000000	1000000	normal	5000	-10	0.050	-10001	-10.001000	-0.050005010001	5000001	50
658	precision	5000001	-10001	1000000	1000000	inverted	5000	-10	0.050	-10001	10.001000	0.050005010001	5000001	50
659	precision	5000001	1	1000000	1000000	normal	5000	0	0.000	1	0.001000	0.000005000001	5000001	0
660	precision	5000001	1	1000000	1000000	inverted	5000	0	0.000	1	-0.001000	-0.000005000001	5000001	0
661	precision	5000001	-1	1000000	1000000	normal	5000	0	0.000	-1	-0.001000	-0.000005000001	5000001	0
662	precision	5000001	-1	1000000	1000000	inverted	5000	0	0.000	-1	0.001000	0.000005000001	5000001	0
663	precision	8999999	1234567	1000000	1000000	normal	8999	1234	11.104	1234567	1234.567000	11.111101765433	8999999	11111
664	precision	8999999	1234567	1000000	1000000	inverted	8999	1234	11.104	1234567	-1234.567000	-11.111101765433	8999999	11111
665	precision	8999999	-10001	1000000	1000000	normal	8999	-10	0.089	-10001	-10.001000	-0.090008989999	8999999	90
666	precision	8999999	-10001	1000000	1000000	inverted	8999	-10	0.089	-10001	10.001000	0.090008989999	8999999	90
667	precision	8999999	1	1000000	1000000	normal	8999	0	0.000	1	0.001000	0.000008999999	8999999	0
668	precision	8999999	1	1000000	1000000	inverted	8999	0	0.000	1	-0.001000	-0.000008999999	8999999	0
669	precision	8999999	-1	1000000	1000000	normal	8999	0	0.000	-1	-0.001000	-0.000008999999	8999999	0
670	precision	8999999	-1	1000000	1000000	inverted	8999	0	0.000	-1	0.001000	0.000008999999	8999999	0
671	bad-voltage	~	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
672	bad-current	5000	~	1000	1000	normal	5000	null	null	null	null	null	5000000	null
673	bad-voltage	null	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
674	bad-current	5000	null	1000	1000	normal	5000	null	null	null	null	null	5000000	null
675	bad-voltage	unknown	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
676	bad-current	5000	unknown	1000	1000	normal	5000	null	null	null	null	null	5000000	null
677	bad-voltage	garbage	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
678	bad-current	5000	garbage	1000	1000	normal	5000	null	null	null	null	null	5000000	null
679	bad-voltage	NaN	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
680	bad-current	5000	NaN	1000	1000	normal	5000	null	null	null	null	null	5000000	null
681	bad-voltage	Infinity	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
682	bad-current	5000	Infinity	1000	1000	normal	5000	null	null	null	null	null	5000000	null
683	bad-voltage	-Infinity	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
684	bad-current	5000	-Infinity	1000	1000	normal	5000	null	null	null	null	null	5000000	null
685	bad-voltage	1.5	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
686	bad-current	5000	1.5	1000	1000	normal	5000	null	null	null	null	null	5000000	null
687	bad-voltage	1e3	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
688	bad-current	5000	1e3	1000	1000	normal	5000	null	null	null	null	null	5000000	null
689	bad-voltage	+	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
690	bad-current	5000	+	1000	1000	normal	5000	null	null	null	null	null	5000000	null
691	bad-voltage	-	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
692	bad-current	5000	-	1000	1000	normal	5000	null	null	null	null	null	5000000	null
693	bad-voltage	--1	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
694	bad-current	5000	--1	1000	1000	normal	5000	null	null	null	null	null	5000000	null
695	bad-voltage	1-2	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
696	bad-current	5000	1-2	1000	1000	normal	5000	null	null	null	null	null	5000000	null
697	bad-voltage	2 3	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
698	bad-current	5000	2 3	1000	1000	normal	5000	null	null	null	null	null	5000000	null
699	bad-voltage	0x1000	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
700	bad-current	5000	0x1000	1000	1000	normal	5000	null	null	null	null	null	5000000	null
701	bad-voltage	999999999999999999999999	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
702	bad-current	5000	999999999999999999999999	1000	1000	normal	5000	null	null	null	null	null	5000000	null
703	voltage-range	-5000	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
704	voltage-range	-9000000	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
705	voltage-range	0	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
706	voltage-range	1	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
707	voltage-range	5	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
708	voltage-range	9	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
709	voltage-range	999	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
710	voltage-range	50001	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
711	voltage-range	50001000	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
712	voltage-range	9000000000	895	1000	1000	normal	null	895	null	895000	895.000	null	null	null
713	current-range	5000	100001	1000	1000	normal	5000	null	null	null	null	null	5000000	null
714	current-range	5000	100001000	1000	1000000	normal	5000	null	null	null	null	null	5000000	null
715	current-range	5000	-100001	1000	1000	normal	5000	null	null	null	null	null	5000000	null
716	current-range	5000	-100001000	1000	1000000	normal	5000	null	null	null	null	null	5000000	null
717	unsupported-scale	5000	2000	1000	0	normal	5000	null	null	null	null	null	5000000	null
718	unsupported-scale	5000	2000	1000	1	normal	5000	null	null	null	null	null	5000000	null
719	unsupported-scale	5000	2000	1000	1000000000	normal	5000	null	null	null	null	null	5000000	null
